timestamp,sumTotal,hidraulico,termico,nuclear,renovable,importacion,fecha,hora
2024-07-31T16:30:00.000-0300,18229.9,5329.8,8249.1,1674.1,2082.3,894.6,2024-07-31,16:30:00
2024-07-31T16:35:00.000-0300,18329.1,5541.2,8285.4,1678.4,2063.5,760.6,2024-07-31,16:35:00
2024-07-31T16:40:00.000-0300,18356.1,5659.7,8372.0,1678.0,2032.1,614.3,2024-07-31,16:40:00
2024-07-31T16:45:00.000-0300,18383.0,5611.1,8593.6,1681.5,2017.7,479.1,2024-07-31,16:45:00
2024-07-31T16:50:00.000-0300,18275.3,5514.3,8747.8,1672.6,1996.7,343.9,2024-07-31,16:50:00
2024-07-31T16:55:00.000-0300,18260.8,5497.3,8799.8,1676.9,2049.1,237.7,2024-07-31,16:55:00
2024-07-31T17:00:00.000-0300,18313.3,5583.6,8870.4,1678.8,2045.2,135.3,2024-07-31,17:00:00
2024-07-31T17:05:00.000-0300,18047.7,5188.2,8953.4,1672.9,2085.3,147.9,2024-07-31,17:05:00
2024-07-31T17:10:00.000-0300,18164.5,5043.2,9135.1,1677.9,2157.0,151.3,2024-07-31,17:10:00
2024-07-31T17:15:00.000-0300,18153.1,4966.0,9176.8,1680.3,2148.2,181.8,2024-07-31,17:15:00
2024-07-31T17:20:00.000-0300,18188.9,4921.7,9219.8,1676.4,2178.0,193.0,2024-07-31,17:20:00
2024-07-31T17:25:00.000-0300,18109.7,4737.9,9378.4,1680.1,2106.9,206.4,2024-07-31,17:25:00
2024-07-31T17:30:00.000-0300,18244.0,4725.1,9527.0,1680.5,2091.1,220.3,2024-07-31,17:30:00
2024-07-31T17:35:00.000-0300,18276.3,4667.2,9648.8,1676.3,2048.5,235.5,2024-07-31,17:35:00
2024-07-31T17:40:00.000-0300,18206.5,4543.3,9672.2,1680.1,2060.7,250.2,2024-07-31,17:40:00
2024-07-31T17:45:00.000-0300,18234.9,4535.4,9752.7,1679.2,2018.3,249.3,2024-07-31,17:45:00
2024-07-31T17:50:00.000-0300,18260.2,4576.6,9759.9,1672.0,2009.1,242.6,2024-07-31,17:50:00
2024-07-31T17:55:00.000-0300,18245.3,4569.2,9795.3,1676.8,1956.8,247.2,2024-07-31,17:55:00
2024-07-31T18:00:00.000-0300,18360.9,4608.0,9826.0,1675.1,2004.0,247.8,2024-07-31,18:00:00
2024-07-31T18:05:00.000-0300,18537.3,4710.9,9897.9,1672.3,1981.2,275.0,2024-07-31,18:05:00
2024-07-31T18:10:00.000-0300,18669.6,4767.6,9971.9,1673.8,1963.6,292.7,2024-07-31,18:10:00
2024-07-31T18:15:00.000-0300,18817.6,4933.1,9995.3,1670.9,1931.6,286.7,2024-07-31,18:15:00
2024-07-31T18:20:00.000-0300,19147.5,5164.1,10107.1,1675.8,1895.5,305.0,2024-07-31,18:20:00
2024-07-31T18:25:00.000-0300,19114.1,5109.3,10155.7,1671.3,1854.0,323.8,2024-07-31,18:25:00
2024-07-31T18:30:00.000-0300,19327.3,5272.0,10223.0,1675.8,1841.6,314.9,2024-07-31,18:30:00
2024-07-31T18:35:00.000-0300,19489.4,5400.9,10286.9,1666.3,1818.8,316.5,2024-07-31,18:35:00
2024-07-31T18:40:00.000-0300,19561.1,5383.3,10298.8,1670.5,1876.2,332.3,2024-07-31,18:40:00
2024-07-31T18:45:00.000-0300,19696.7,5366.9,10395.1,1674.6,1919.3,340.8,2024-07-31,18:45:00
2024-07-31T18:50:00.000-0300,19782.9,5260.7,10432.4,1679.1,2037.3,373.4,2024-07-31,18:50:00
